title,normalized_title,portal_collections,search_collections,is_overlap
An Inventory of Streams on the West Side of Stuart Lake,an inventory of streams on the west side of stuart lake,Large Lakes Monitoring,,False
Takla-Nechako Area Nechako River Water Quality Assessment and Objectives,taklanechako area nechako river water quality assessment and objectives,Large Lakes Monitoring,,False
The 2008 Summer Water Temperature and Flow Management Project,the 2008 summer water temperature and flow management project,Large Lakes Monitoring,,False
Reconnaissance (1:20000) Fish and Fish Habitat Inventory Watershed Code 182-819600-63300 Takla Lake Watershed,reconnaissance 120000 fish and fish habitat inventory watershed code 18281960063300 takla lake watershed,Large Lakes Monitoring,,False
Site Assessments for Potential WRP Restoration Sites on Two Tributaries to Finger Lake,site assessments for potential wrp restoration sites on two tributaries to finger lake,Large Lakes Monitoring,,False
BC Volunteer Lake Monitoring Program: Fraser Lake 2000-2002,bc volunteer lake monitoring program fraser lake 20002002,Large Lakes Monitoring,,False
Towards a Healthy Nechako: Nechako Watershed Strategy - Version 1,towards a healthy nechako nechako watershed strategy version 1,Large Lakes Monitoring,,False
Takla Lake 1959-1971 Secchi Disc Measurements (feet),takla lake 19591971 secchi disc measurements feet,Large Lakes Monitoring,,False
Salmonid Habitat Management Plan for the Stuart/Takla Habitat Management Area,salmonid habitat management plan for the stuarttakla habitat management area,Large Lakes Monitoring,,False
Nahounli Report and Maps,nahounli report and maps,Isla,,False
Historical Salmon Numbers - Sockeye - Skeena System -,historical salmon numbers sockeye skeena system,Isla,,False
Historical Salmon Numbers - Sockeye - Stuart System,historical salmon numbers sockeye stuart system,Isla,,False
Historical Salmon Numbers - Sockeye - Stellako River,historical salmon numbers sockeye stellako river,Isla,,False
"The Story of the Surrender of the Cheslatta Reserves on April 21, 1952.",the story of the surrender of the cheslatta reserves on april 21 1952,Isla,,False
Stellako Historical Discharge Data,stellako historical discharge data,Isla,,False
Nautley Historical Photos,nautley historical photos,Isla,,False
Map figures showing Fraser salmon streams and migration timing.,map figures showing fraser salmon streams and migration timing,Isla,,False
Historical Salmon Numbers - Nechako Chinook 1953-2019,historical salmon numbers nechako chinook 19532019,Isla,,False
Historical Air Photos - Vanderhoof 1932-1996,historical air photos vanderhoof 19321996,Isla,,False
Examination of over wintering ponds on Murray Creek 2020 and 2021.,examination of over wintering ponds on murray creek 2020 and 2021,Isla,,False
barrys collection,barrys collection,1. Data Sources,,False
cheslatta,cheslatta,1. Data Sources,,False
edi,edi,1. Data Sources,,False
large lakes monitoring,large lakes monitoring,1. Data Sources,,False
nwr,nwr,1. Data Sources,,False
saturation search,saturation search,1. Data Sources,,False
christiana,christiana,2. Team Work Folder,,False
isla,isla,2. Team Work Folder,,False
jonathan,jonathan,2. Team Work Folder,,False
sample 1 jan 10th 2022,sample 1 jan 10th 2022,Jonathan,,False
lisa,lisa,2. Team Work Folder,,False
margot,margot,2. Team Work Folder,,False
mpjd saturation search journals only,mpjd saturation search journals only,2. Team Work Folder,,False
scott,scott,2. Team Work Folder,,False
climate hoperestoration resources for import makayla,climate hoperestoration resources for import makayla,3. Resources for Import,,False
resources for import christiana,resources for import christiana,3. Resources for Import,,False
resources for import jonathan,resources for import jonathan,3. Resources for Import,,False
resources for import lisa,resources for import lisa,3. Resources for Import,,False
subsurface papers,subsurface papers,4. Uploaded Resources (in the Nechako Portal),,False
"First Nations Elders' perspectives of engagement in community programs in Nak'azdli Whut'en, British Columbia, Canada",first nations elders perspectives of engagement in community programs in nakazdli whuten british columbia canada,,Journal Articles,True
Variability in sub-regional impacts of dwarf mistletoe on mature lodgepole pine,variability in subregional impacts of dwarf mistletoe on mature lodgepole pine,,Journal Articles,True
The influence of mantle plume in the genesis of the Cache Creek oceanic igneous rocks: implications for the geodynamic evolution of the inner accreted terranes of the Canadian Cordillera,the influence of mantle plume in the genesis of the cache creek oceanic igneous rocks implications for the geodynamic evolution of the inner accreted terranes of the canadian cordillera,,Journal Articles,True
Dead forests burning: the influence of beetle outbreaks on fire severity and legacy structure in sub-boreal forests,dead forests burning the influence of beetle outbreaks on fire severity and legacy structure in subboreal forests,,Journal Articles,True
Initial development of HF radar polar patch caused by azimuthal flow burst in the cusp,initial development of hf radar polar patch caused by azimuthal flow burst in the cusp,,Journal Articles,True
Temperature and Flow Effects on Migration Timing of Chinook Salmon Smolts,temperature and flow effects on migration timing of chinook salmon smolts,,Journal Articles,True
"Axiety at the gates of Hell: Community Reputation in the Georges, 1908-15.",axiety at the gates of hell community reputation in the georges 190815,,Journal Articles,False
Teen Trouble and Community Identity in Post-Second World War Northern British Columbia,teen trouble and community identity in postsecond world war northern british columbia,,Journal Articles,True
Radiation therapy in the management of breast cancer and the impact of BC Cancer Centre for the North on patient choice of treatment,radiation therapy in the management of breast cancer and the impact of bc cancer centre for the north on patient choice of treatment,,Journal Articles,True
Changes in diversity of plant and small mammal communities after herbicide application in sub-boreal spruce forest,changes in diversity of plant and small mammal communities after herbicide application in subboreal spruce forest,,Journal Articles,True
Stand structure and small mammals in young lodgepole pine forest: 10-year results after thinning,stand structure and small mammals in young lodgepole pine forest 10year results after thinning,,Journal Articles,True
Long-term responses of ecosystem components to stand thinning in young lodgepole pine forest IV. Relative habitat use by mammalian herbivores,longterm responses of ecosystem components to stand thinning in young lodgepole pine forest iv relative habitat use by mammalian herbivores,,Journal Articles,True
Silvicultural use of herbicide in sub-boreal spruce forest: Implications for small mammal population dynamics,silvicultural use of herbicide in subboreal spruce forest implications for small mammal population dynamics,,Journal Articles,True
Influence of glyphosate on vegetation dynamics in different successional stages of sub-boreal spruce forest,influence of glyphosate on vegetation dynamics in different successional stages of subboreal spruce forest,,Journal Articles,True
Response of red squirrels and feeding damage to variable stand density in young lodgepole pine forest,response of red squirrels and feeding damage to variable stand density in young lodgepole pine forest,,Journal Articles,True
Response of northwestern chipmunks (Tamias amoenus) to variable habitat structure in young lodgepole pine forest,response of northwestern chipmunks tamias amoenus to variable habitat structure in young lodgepole pine forest,,Journal Articles,True
Comparison of small mammal populations and diversity in Northeast China an Northwest Canada.,comparison of small mammal populations and diversity in northeast china an northwest canada,,Journal Articles,False
"Influence of the plan antifeedant, Pinosylvin, on suppression of feeding by Snowshoe hares.",influence of the plan antifeedant pinosylvin on suppression of feeding by snowshoe hares,,Journal Articles,False
Influence of feeding damage by small mammals on tree growth and wood wuality in young Lodgepole Pine,influence of feeding damage by small mammals on tree growth and wood wuality in young lodgepole pine,,Journal Articles,False
INFLUENCE OF HERBICIDE-INDUCED HABITAT ALTERATION ON VEGETATION AND SNOWSHOE HARE POPULATIONS IN SUB-BOREAL SPRUCE FOREST,influence of herbicideinduced habitat alteration on vegetation and snowshoe hare populations in subboreal spruce forest,,Journal Articles,True
canadian journal of forest researchrevue canadienne de recherche forestiere,canadian journal of forest researchrevue canadienne de recherche forestiere,,Journal Articles,False
Seed preinoculation and soil liming for growth of forage legumes on acidic clay soils,seed preinoculation and soil liming for growth of forage legumes on acidic clay soils,,Journal Articles,True
"BIOLOGICAL MONITORING OF FRASER RIVER NEAR PRINCE-GEORGE, BC",biological monitoring of fraser river near princegeorge bc,,Other non-journal sources,True
"'You people talk from paper': Indigenous law, western legalism, and the cultural variability of law's materials",you people talk from paper indigenous law western legalism and the cultural variability of laws materials,,Journal Articles,True
Dendrohydroclimate reconstructions of July-August runoff for two nival-regime rivers in west central British Columbia,dendrohydroclimate reconstructions of julyaugust runoff for two nivalregime rivers in west central british columbia,,Journal Articles,True
The Cedar Project: high incidence of HCV infections in a longitudinal study of young Aboriginal people who use drugs in two Canadian cities,the cedar project high incidence of hcv infections in a longitudinal study of young aboriginal people who use drugs in two canadian cities,,Journal Articles,True
"A map that roared and an original atlas: Canada, cartography, and the narration of nation",a map that roared and an original atlas canada cartography and the narration of nation,,Journal Articles,True
"Boreal cloister + University building, Prince-George, British-Columbia, Canada, Hotson-Bakker architects",boreal cloister university building princegeorge britishcolumbia canada hotsonbakker architects,,Journal Articles,True
"Comparison of gridded snow water equivalent products with in situ measurements in British Columbia, Canada",comparison of gridded snow water equivalent products with in situ measurements in british columbia canada,,Journal Articles,True
Reducing solid waste in higher education: The first step towards 'greening' a university campus,reducing solid waste in higher education the first step towards greening a university campus,,Journal Articles,True
Waveform tomography of field vibroseis data using an approximate 2D geometry leads to improved velocity models,waveform tomography of field vibroseis data using an approximate 2d geometry leads to improved velocity models,,Journal Articles,True
Waveform tomography in 2.5D: Parameterization for crooked-line acquisition geometry,waveform tomography in 25d parameterization for crookedline acquisition geometry,,Journal Articles,True
OCCURRENCE OF PISSODES FISKEI (COLEOPTERA: CURCULIONIDAE) IN CANADA: CYTOLOGY AND GEOGRAPHIC DISTRIBUTION,occurrence of pissodes fiskei coleoptera curculionidae in canada cytology and geographic distribution,,Journal Articles,True
forestry chronicle,forestry chronicle,,Journal Articles,False
Population genetic analysis of white sturgeon (Acipenser transmontanus) in the Fraser River,population genetic analysis of white sturgeon acipenser transmontanus in the fraser river,,Journal Articles,True
Sensitivity of the thematic mapper enhanced wetness difference index to detect mountain pine beetle red-attack damage,sensitivity of the thematic mapper enhanced wetness difference index to detect mountain pine beetle redattack damage,,Journal Articles,True
CHALLENGES AND BARRIERS EXPERIENCED BY PRINCE GEORGE PARENTS IN PROVIDING OPPORTUNITIES FOR CHILDREN TO ENGAGE IN HEALTHY EATING AND ACTIVE LIVING: A MEN'S HEALTH PARENTS PERSPECTIVE,challenges and barriers experienced by prince george parents in providing opportunities for children to engage in healthy eating and active living a mens health parents perspective,,Journal Articles,True
"The Cedar Project: Historical, structural and interpersonal determinants of involvement in survival sex work over time among Indigenous women who have used drugs in two Canadian cities",the cedar project historical structural and interpersonal determinants of involvement in survival sex work over time among indigenous women who have used drugs in two canadian cities,,Journal Articles,True
"Sheep vegetation management for controlling competing vegetation in young conifer plantations in the central interior of British Columbia, Canada",sheep vegetation management for controlling competing vegetation in young conifer plantations in the central interior of british columbia canada,,Journal Articles,True
Low levels of hybridization across two contact zones among three species of woodpeckers (Sphyrapicus sapsuckers),low levels of hybridization across two contact zones among three species of woodpeckers sphyrapicus sapsuckers,,Journal Articles,True
"Hydrothermal alteration and fluid chemistry of the Endako porphyry molybdenum deposit, British Columbia",hydrothermal alteration and fluid chemistry of the endako porphyry molybdenum deposit british columbia,,Journal Articles,True
economic geology and the bulletin of the society of economic geologists,economic geology and the bulletin of the society of economic geologists,,Journal Articles,False
Hierarchical patterns of population structure in the endangered Fraser River white sturgeon (Acipenser transmontanus) and implications for conservation,hierarchical patterns of population structure in the endangered fraser river white sturgeon acipenser transmontanus and implications for conservation,,Journal Articles,True
"Recent volume loss of British Columbian glaciers, Canada",recent volume loss of british columbian glaciers canada,,Journal Articles,True
"Necoslie breccia: mixed conodont fauna-bearing neptunian dyke in Carboniferous-Permian seamount-capping oceanic buildup (Pope succession, Cache Creek Complex, central British Columbia)",necoslie breccia mixed conodont faunabearing neptunian dyke in carboniferouspermian seamountcapping oceanic buildup pope succession cache creek complex central british columbia,,Journal Articles,True
Institutional barriers to incorporating climate responsive design in commercial redevelopment,institutional barriers to incorporating climate responsive design in commercial redevelopment,,Journal Articles,True
THE CORDILLERAN ICE-SHEET IN NORTHERN BRITISH-COLUMBIA,the cordilleran icesheet in northern britishcolumbia,,Journal Articles,True
"INTERNAL STRUCTURE OF MURRAY RIDGE ULTRAMAFIC, CENTRAL BC, CANADA",internal structure of murray ridge ultramafic central bc canada,,Journal Articles,True
"The Prince George, British Columbia, Earthquake of 21 March 1986",the prince george british columbia earthquake of 21 march 1986,,Journal Articles,False
"Douglas-fir pitch moth, Synanthedon novaroensis (Lepidoptera : Sesiidae) in North-Central British Columbia: Flight period and the effect of trap type and pheromone dosage on trap catches",douglasfir pitch moth synanthedon novaroensis lepidoptera sesiidae in northcentral british columbia flight period and the effect of trap type and pheromone dosage on trap catches,,Journal Articles,True
canadian journal of public health,canadian journal of public health,,Journal Articles,False
A statistical examination of the Health Utility Index-Mark III as a summary measure of health status for a general population health survey,a statistical examination of the health utility indexmark iii as a summary measure of health status for a general population health survey,,Journal Articles,True
Rock Control of River Geometry: The Fraser Canyons,rock control of river geometry the fraser canyons,,Journal Articles,True
Road and Rail Side Vegetation Management Implications of Habitat Use by Moose Relative to Brush Cutting Season,road and rail side vegetation management implications of habitat use by moose relative to brush cutting season,,Journal Articles,True
Geographic variation in White-throated Sparrow song may arise through cultural drift,geographic variation in whitethroated sparrow song may arise through cultural drift,,Journal Articles,True
When the plumes rise: The way of the Lake Babine nation,when the plumes rise the way of the lake babine nation,,Journal Articles,True
Population fragmentation and inter-ecosystem movements of grizzly bears in western Canada and the northern United States,population fragmentation and interecosystem movements of grizzly bears in western canada and the northern united states,,Journal Articles,True
Leeches as in situ biomonitors of chlorinated phenolic compounds .2. Pulp mill investigations,leeches as in situ biomonitors of chlorinated phenolic compounds 2 pulp mill investigations,,Journal Articles,True
Habitat use by woodland caribou near Takla Lake in central British Columbia,habitat use by woodland caribou near takla lake in central british columbia,,Journal Articles,True
"Mercury and antimony in soils and non-vascular plants near two past-producing mercury mines, British Columbia, Canada",mercury and antimony in soils and nonvascular plants near two pastproducing mercury mines british columbia canada,,Journal Articles,True
"GLACIAL DISPERSAL OF MERCURY FROM BEDROCK MINERALIZATION ALONG PINCHI FAULT, NORTH CENTRAL BRITISH-COLUMBIA",glacial dispersal of mercury from bedrock mineralization along pinchi fault north central britishcolumbia,,Journal Articles,True
"Detrital transport of metals by glaciers, an example from the Pinchi Mine, central British Columbia",detrital transport of metals by glaciers an example from the pinchi mine central british columbia,,Journal Articles,True
Planning for climate change adaptation: lessons learned from a community-based workshop,planning for climate change adaptation lessons learned from a communitybased workshop,,Journal Articles; Subsearch AH,True
canadian geographergeographe canadien,canadian geographergeographe canadien,,Journal Articles,False
Land Is Life: Indigenous Relationships to Territory and Navigating Settler Colonial Property Regimes in Canada,land is life indigenous relationships to territory and navigating settler colonial property regimes in canada,,Journal Articles,True
Compatible ground-motion time histories for new national seismic hazard maps,compatible groundmotion time histories for new national seismic hazard maps,,Journal Articles,True
Facing warm temperatures during migration: cardiac mRNA responses of two adult Oncorhynchus nerka populations to warming and swimming challenges,facing warm temperatures during migration cardiac mrna responses of two adult oncorhynchus nerka populations to warming and swimming challenges,,Journal Articles,True
Planting the Seeds of Leadership,planting the seeds of leadership,,Journal Articles,True
"Pleistocene reversal of the Fraser River, British Columbia",pleistocene reversal of the fraser river british columbia,,Journal Articles,True
"The thickness of Neogene and Quaternary cover across the central Interior Plateau, British Columbia: analysis of water-well drill records and implications for mineral exploration potential",the thickness of neogene and quaternary cover across the central interior plateau british columbia analysis of waterwell drill records and implications for mineral exploration potential,,Journal Articles; Subsearch AH,True
JUST LIKE STARTING OVER AT ENDAKO,just like starting over at endako,,Journal Articles,True
Investigation into mountain pine beetle above-canopy dispersion using weather radar and an atmospheric dispersion model,investigation into mountain pine beetle abovecanopy dispersion using weather radar and an atmospheric dispersion model,,Journal Articles,True
Downscaling and Bias Correcting a Cold Season Precipitation Climatology over Coastal Southern British Columbia Using the Regional Atmospheric Modeling System (RAMS),downscaling and bias correcting a cold season precipitation climatology over coastal southern british columbia using the regional atmospheric modeling system rams,,Journal Articles,True
fishery stock assessment models,fishery stock assessment models,,Other non-journal sources,False
Evaluation of a rime-based reading program with Shuswap and Heiltsuk First Nations prereaders,evaluation of a rimebased reading program with shuswap and heiltsuk first nations prereaders,,Journal Articles,True
eighth international congress international association for engineering geology and the environment proceedings vols 15,eighth international congress international association for engineering geology and the environment proceedings vols 15,,Other non-journal sources,False
2003 ieee pes transmission and distribution conference exposition vols 13 conference proceedings blazing trails in energy delivery and services,2003 ieee pes transmission and distribution conference exposition vols 13 conference proceedings blazing trails in energy delivery and services,,Other non-journal sources,False
automated interpretation of high spatial resolution digital imagery for forestry international forum,automated interpretation of high spatial resolution digital imagery for forestry international forum,,Other non-journal sources,False
computational science and its applications iccsa 2015 pt iii,computational science and its applications iccsa 2015 pt iii,,Other non-journal sources,False
lets talk ore deposits vols i and ii,lets talk ore deposits vols i and ii,,Other non-journal sources,False
"Duni zuz utilnith, 'tanning moose-hide': weaving Dakelh (Indigenous) intangible cultural heritage transmission with academia hide",duni zuz utilnith tanning moosehide weaving dakelh indigenous intangible cultural heritage transmission with academia hide,,Journal Articles,True
2006 ieee international symposium on signal processing and information technology vols 1 and 2,2006 ieee international symposium on signal processing and information technology vols 1 and 2,,Other non-journal sources,False
erosion and sediment transport measurement in rivers technological and methodological advances,erosion and sediment transport measurement in rivers technological and methodological advances,,Other non-journal sources,False
Survival-time analysis of white spruce during spruce budworm defoliation,survivaltime analysis of white spruce during spruce budworm defoliation,,Journal Articles,True
igarss 2002 ieee international geoscience and remote sensing symposium and 24th canadian symposium on remote sensing vols ivi proceedings remote sensing integrating our view of the planet,igarss 2002 ieee international geoscience and remote sensing symposium and 24th canadian symposium on remote sensing vols ivi proceedings remote sensing integrating our view of the planet,,Other non-journal sources,False
systems analysis in forest resources proceedings,systems analysis in forest resources proceedings,,Other non-journal sources,False
Managing fatigue following spinal cord injury: A qualitative exploration,managing fatigue following spinal cord injury a qualitative exploration,,Journal Articles,True
"Complex network theory, streamflow, and hydrometric monitoring system design",complex network theory streamflow and hydrometric monitoring system design,,Journal Articles,True
Carbon management and community-based action learning: a theory to work experience,carbon management and communitybased action learning a theory to work experience,,Journal Articles,True
proceedings of the 26th annual british columbia mine reclamation symposium high elevation mine reclamation,proceedings of the 26th annual british columbia mine reclamation symposium high elevation mine reclamation,,Other non-journal sources,False
A dam tale: Using institutional logics in a case-study on water rights in the Canadian coastal mountains,a dam tale using institutional logics in a casestudy on water rights in the canadian coastal mountains,,Journal Articles; Subsearch AH,True
The Cedar Project: exploring the role of colonial harms and childhood maltreatment on HIV and hepatitis C infection in a cohort study involving young Indigenous people who use drugs in two Canadian cities,the cedar project exploring the role of colonial harms and childhood maltreatment on hiv and hepatitis c infection in a cohort study involving young indigenous people who use drugs in two canadian cities,,Journal Articles,True
"Fatherhood, masculinity, and the good life during Canada's baby boom, 1945-1965",fatherhood masculinity and the good life during canadas baby boom 19451965,,Journal Articles,True
Measuring food waste and creating diversion opportunities at Canada's Green University (TM),measuring food waste and creating diversion opportunities at canadas green university tm,,Journal Articles,True
atmosphereocean,atmosphereocean,,Journal Articles,False
modelling soil erosion sediment transport and closely related hydrological processes,modelling soil erosion sediment transport and closely related hydrological processes,,Other non-journal sources,False
Spring bud phenology of 18 Betula papyrifera populations in British Columbia,spring bud phenology of 18 betula papyrifera populations in british columbia,,Journal Articles,True
Evaluating Interior Spruce Seed Deployment with GIS-Based Modeling Using British Columbia's Prince George Seed Planning Zone as a Model,evaluating interior spruce seed deployment with gisbased modeling using british columbias prince george seed planning zone as a model,,Journal Articles,True
hydrology and earth system sciences,hydrology and earth system sciences,,Journal Articles,False
cold and mountain region hydrological systems under climate change towards improved projections,cold and mountain region hydrological systems under climate change towards improved projections,,Other non-journal sources,False
Glacial meltwater landforms of central British Columbia,glacial meltwater landforms of central british columbia,,Journal Articles,True
Goldilocks Revisited: Public Perceptions of Urban Bears in Northern British Columbia,goldilocks revisited public perceptions of urban bears in northern british columbia,,Journal Articles,True
mountain pine beetle symposium challenges and solutions,mountain pine beetle symposium challenges and solutions,,Other non-journal sources,False
"A dendroclimatic analysis of mountain hemlock (Tsuga mertensiana) ring-width and maximum density parameters, southern British Columbia Coast Mountains, Canada",a dendroclimatic analysis of mountain hemlock tsuga mertensiana ringwidth and maximum density parameters southern british columbia coast mountains canada,,Journal Articles,True
"An Overview of the Karst Areas in British Columbia, Canada",an overview of the karst areas in british columbia canada,,Journal Articles,True
"Food habits of wolverine Gulo gulo in montane ecosystems of British Columbia, Canada",food habits of wolverine gulo gulo in montane ecosystems of british columbia canada,,Journal Articles,True
Flooding in the Nechako River Basin of Canada: A random forest modeling approach to flood analysis in a regulated reservoir system,flooding in the nechako river basin of canada a random forest modeling approach to flood analysis in a regulated reservoir system,,Journal Articles,True
"Contemporary and post-glacial rates of aeolian deposition in the Coast Mountains of British Columbia, Canada",contemporary and postglacial rates of aeolian deposition in the coast mountains of british columbia canada,,Journal Articles,True
The Efficacy of Reservoir Flow Regulation for Cooling Migration Temperature for Sockeye Salmon in the Nechako River Watershed of British Columbia,the efficacy of reservoir flow regulation for cooling migration temperature for sockeye salmon in the nechako river watershed of british columbia,,Journal Articles,True
"Place Systems and Social Resilience: A Framework for Understanding Place in Social Adaptation, Resilience, and Transformation",place systems and social resilience a framework for understanding place in social adaptation resilience and transformation,,Journal Articles; Subsearch AH,True
"Community forestry in British Columbia, Canada: the role of local community support and participation",community forestry in british columbia canada the role of local community support and participation,,Journal Articles,True
Neoliberalism and the Politics of Alternatives: Community Forestry in British Columbia and the United States,neoliberalism and the politics of alternatives community forestry in british columbia and the united states,,Journal Articles,True
Effects of substrate condition on habitat use and survival by white sturgeon (Acipenser transmontanus) larvae and potential implications for recruitment,effects of substrate condition on habitat use and survival by white sturgeon acipenser transmontanus larvae and potential implications for recruitment,,Journal Articles,True
"Capacity, scale and place: pragmatic lessons for doing community-based research in the rural setting",capacity scale and place pragmatic lessons for doing communitybased research in the rural setting,,Journal Articles,True
"The Pits: BC's Huckleberry mine raises more concerns about flaws in the environmental assessment process, and conflicts of interest in government",the pits bcs huckleberry mine raises more concerns about flaws in the environmental assessment process and conflicts of interest in government,,Journal Articles,True
Amidostomum anseris infection in wild swans and goldeneye ducks.,amidostomum anseris infection in wild swans and goldeneye ducks,,Journal Articles,True
Family-Practice Anesthesia in British Columbia,familypractice anesthesia in british columbia,,Journal Articles,True
Implication of evaporative loss estimation methods in discharge and water temperature modelling in cool temperate climates,implication of evaporative loss estimation methods in discharge and water temperature modelling in cool temperate climates,,Journal Articles,True
Prediction and assessment of potential effects of global environmental change on freshwater sport fish habitat in British Columbia,prediction and assessment of potential effects of global environmental change on freshwater sport fish habitat in british columbia,,Journal Articles,True
Indigenous Ecotourism in Central British Columbia: The Potential for Building Capacity in the Tl'azt'en Nations Territories,indigenous ecotourism in central british columbia the potential for building capacity in the tlazten nations territories,,Journal Articles,True
Quantification of ventricular β2-adrenoceptor density and ligand binding affinity in wild sockeye salmon Oncorhynchus nerka smolts using a novel modification to the tritiated ligand technique,quantification of ventricular β2adrenoceptor density and ligand binding affinity in wild sockeye salmon oncorhynchus nerka smolts using a novel modification to the tritiated ligand technique,,Journal Articles,True
The deal of the century -- Too Good to be True: Alcan's Kemano Completion Project by Bev Christensen,the deal of the century too good to be true alcans kemano completion project by bev christensen,,Journal Articles,True
Building in Canada's Coast Mountains: The Challenging Kemano Hydro Project,building in canadas coast mountains the challenging kemano hydro project,,Journal Articles,True
Redd Site Selection and Spawning Habitat Use by Fall Chinook Salmon: The Importance of Geomorphic Features in Large Rivers,redd site selection and spawning habitat use by fall chinook salmon the importance of geomorphic features in large rivers,,Journal Articles,True
Pocahontas's Granddaughters: Spiritual Transition and Tradition of Carrier Women of British Columbia,pocahontass granddaughters spiritual transition and tradition of carrier women of british columbia,,Journal Articles,True
"“There’s a treatment centre where the residential school used to be”: Alcoholism, Acculturation, and Barriers to Indigenous Health in Eden Robinson’s Monkey Beach",theres a treatment centre where the residential school used to be alcoholism acculturation and barriers to indigenous health in eden robinsons monkey beach,,Journal Articles,True
A Mathematical Programming Model for the Management of a Renewable Resource System: The Kemano II Development Project,a mathematical programming model for the management of a renewable resource system the kemano ii development project,,Journal Articles,True
"Geometry, evolution, and tectonic framework of the Skeena Fold Belt, north central British Columbia",geometry evolution and tectonic framework of the skeena fold belt north central british columbia,,Journal Articles,True
Acting across boundaries in Aboriginal curriculum development: Examples from Northern British Columbia,acting across boundaries in aboriginal curriculum development examples from northern british columbia,,Journal Articles,True
"Indigenous Authority, Canadian Law, and Pipeline Proposals",indigenous authority canadian law and pipeline proposals,,Journal Articles,True
Endophytic colonization and field responses of hybrid spruce seedlings after inoculation with plant growth-promoting rhizobacteria,endophytic colonization and field responses of hybrid spruce seedlings after inoculation with plant growthpromoting rhizobacteria,,Journal Articles,True
An Alternate Model for First Nations Involvement in Resource Management Archaeology,an alternate model for first nations involvement in resource management archaeology,,Journal Articles,True
Using a Laboratory-Based Growth Model to Estimate Mass- and Temperature-Dependent Growth Parameters across Populations of Juvenile Chinook Salmon,using a laboratorybased growth model to estimate mass and temperaturedependent growth parameters across populations of juvenile chinook salmon,,Journal Articles,True
Reconciliation in Northern British Columbia? Future Prospects for Aboriginal–Newcomer Relations,reconciliation in northern british columbia future prospects for aboriginalnewcomer relations,,Journal Articles,True
"A Dynamical Climate Model–Driven Hydrologic Prediction System for the Fraser River, Canada",a dynamical climate modeldriven hydrologic prediction system for the fraser river canada,,Journal Articles,True
ecosphere,ecosphere,,Journal Articles,False
"Intimate Stories: Aboriginal Women's Lived Experiences of Health Services in Northern British Columbia and the Potential of Creative Arts to Raise Awareness About HPV, Cervical Cancer, and Screening",intimate stories aboriginal womens lived experiences of health services in northern british columbia and the potential of creative arts to raise awareness about hpv cervical cancer and screening,,Journal Articles,True
Geomorphic and Ecological Consequences of Riprap Placement in River Systems,geomorphic and ecological consequences of riprap placement in river systems,,Journal Articles,True
COVID-19 pandemic effects on orthopaedic surgeons in British Columbia.,covid19 pandemic effects on orthopaedic surgeons in british columbia,,Journal Articles,True
"Mountain pine beetle red-attack forest damage classification using stratified Landsat TM data in British Columbia, Canada",mountain pine beetle redattack forest damage classification using stratified landsat tm data in british columbia canada,,Journal Articles,True
New records of land snails from the mountains of northwestern British Columbia,new records of land snails from the mountains of northwestern british columbia,,Journal Articles,True
Simulations and retrospective analyses of Fraser watershed flows and temperatures,simulations and retrospective analyses of fraser watershed flows and temperatures,,Journal Articles,True
Co-Managing Research: Building and Sustaining a First Nation - University Partnership,comanaging research building and sustaining a first nation university partnership,,Other non-journal sources,True
"CHARACTERISTICS AND ORIGIN OF COARSE GOLD IN LATE PLEISTOCENE SEDIMENTS OF THE CARIBOO PLACER MINING DISTRICT, BRITISH-COLUMBIA, CANADA",characteristics and origin of coarse gold in late pleistocene sediments of the cariboo placer mining district britishcolumbia canada,,Journal Articles,True
Assessment of biological effects of chlorinated hydrocarbons in osprey chicks,assessment of biological effects of chlorinated hydrocarbons in osprey chicks,,Journal Articles,True
Decolonizing Authority: The Conflict on Wet'suwet'en Territory,decolonizing authority the conflict on wetsuweten territory,,Journal Articles,True
"Early Eocene Mammals from the Dirftwood Creek beds, Dirftwood Canyon Provincial Park, Northern British Columbia.",early eocene mammals from the dirftwood creek beds dirftwood canyon provincial park northern british columbia,,Journal Articles,False
Fungal colonizers and seed loss in lodgepole pine orchards of British Columbia,fungal colonizers and seed loss in lodgepole pine orchards of british columbia,,Journal Articles,True
pulp papercanada,pulp papercanada,,Other non-journal sources,False
Reconstructing the advance and retreat dynamics of the central sector of the last Cordilleran Ice Sheet,reconstructing the advance and retreat dynamics of the central sector of the last cordilleran ice sheet,,Journal Articles,True
Attack by Hylobius warreni on grafted lodgepole pine and its relationships with monoterpene composition and scion: rootstock diameter ratio,attack by hylobius warreni on grafted lodgepole pine and its relationships with monoterpene composition and scion rootstock diameter ratio,,Journal Articles,True
COMPARISON OF INITIAL LAPAROSCOPIC CHOLECYSTECTOMY AT A COMMUNITY-HOSPITAL VERSUS A TEACHING HOSPITAL,comparison of initial laparoscopic cholecystectomy at a communityhospital versus a teaching hospital,,Journal Articles,True
Monitoring soil disturbance on salvaged areas within the mountain pine beetle infestation using digital imagery,monitoring soil disturbance on salvaged areas within the mountain pine beetle infestation using digital imagery,,Journal Articles,True
canadian mining and metallurgical bulletin,canadian mining and metallurgical bulletin,,Journal Articles,False
"Testing lake sediment and Dendrogeomorphic proxies for little ice age environmental change in th Upper Fraser River area, British Columbia, Canada",testing lake sediment and dendrogeomorphic proxies for little ice age environmental change in th upper fraser river area british columbia canada,,Journal Articles,False
